"COMPbase","2013-03-25232841","pauligiraldo"
"Kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside]","cpd:C12636","ko00944"
"Quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]","cpd:C12637","ko00944"
"Quercetin 3-O-(6-O-malonyl-beta-D-glucoside); Quercetin 3-O-malonylglucoside; Quercetin-3-O-(6''-malonylglucoside)","cpd:C12638","ko00944"
"Quercimeritrin; Quercetin 7-O-beta-D-glucoside","cpd:C12639",""
"Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside; Bisdemalonylsalvianin","cpd:C12640","ko00942"
"4'''-Demalonylsalvianin; Monodemalonylsalvianin","cpd:C12641","ko00942"
"Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)","cpd:C12642","ko00942"
"Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside); Cyanidin 3-O-(6'-O-malonylglucoside); Cyanidin-3-(6'-malonylglucoside)","cpd:C12643","ko00942"
"Pelargonidin 3-O-rutinoside","cpd:C12644","ko00942"
"Pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside; Pelargonidin 3-rutinoside-5-glucopyranoside","cpd:C12645","ko00942"
"Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside","cpd:C12646","ko00942"
"Salvianin","cpd:C12647","ko00942"
"Citric acid monohydrate","cpd:C12649",""
"Capecitabine; (1-(5-Deoxy-beta-D-ribofuranosyl)-5-fluoro-1,2-dihydro-2-oxo-4-pyrimidinyl)-carbamic acid pentyl ester","cpd:C12650","ko00983"
"Paramethasone acetate","cpd:C12656",""
"Pantethine","cpd:C12661",""
"Leucomycin A3; Josamycin","cpd:C12662",""
"Prednisolone sodium succinate","cpd:C12666",""
"Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside; Baimaside; Quercetin 3-beta-D-sophoroside; Quercetin 3-O-sophoroside; QUOSP","cpd:C12667","ko00944"
"Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside; Quercetin 3-sophorotrioside","cpd:C12668","ko00944"
"Tegafur","cpd:C12673","ko00983"
"Benzylhydrochlorothiazide","cpd:C12675",""
"Acrinol; Ethacridine lactate","cpd:C12677",""
"Berberine chloride","cpd:C12679",""
"Cyclothiazide","cpd:C12685",""
"Cefacetrile sodium; Cephacetrile sodium","cpd:C12691",""
"Difluprednate","cpd:C12695",""
"Carindacillin sodium; Carbenicillin indanyl sodium","cpd:C12712",""
"Dimefline hydrochloride","cpd:C12717",""
"Ethynodiol diacetate","cpd:C12724",""
"Chlormadinone acetate","cpd:C12729",""
"5'-Deoxy-5-fluorouridine; Doxifluridine","cpd:C12739","ko00983"
"Bisibuthiamine; Sulbutiamine","cpd:C12750",""
"Troleandomycin; Triacetyloleandomycin","cpd:C12753",""
"Mequitazine","cpd:C12755",""
"Cyclacillin; Ciclacillin","cpd:C12766",""
"Dibenzthion; Sulbentine","cpd:C12767",""
"Timepidium bromide; Timepidium bromide anhydrous","cpd:C12768",""
"Dinoprost tromethamine","cpd:C12786",""
"Erythromycin ethylsuccinate","cpd:C12796",""
"Tulobuterol hydrochloride","cpd:C12798",""
"Allylestrenol","cpd:C12811",""
"Prifinium bromide","cpd:C12814",""
"Proscillaridin","cpd:C12816",""
"Kainic acid; alpha- Kainic acid; Kainate","cpd:C12819",""
"Bromisovalum; Bromovalerylurea","cpd:C12829",""
"3,4,6-Trichlorocatechol","cpd:C12831","ko00361;ko01100;ko01120"
"3,4,6-Trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene","cpd:C12832","ko00361;ko01100;ko01120"
"2,3,5-Trichloro-cis,cis-muconate","cpd:C12833","ko00361;ko01100;ko01120"
"2,5-Dichloro-carboxymethylenebut-2-en-4-olide","cpd:C12834","ko00361;ko01100;ko01120"
"2,5-Dichloro-4-oxohex-2-enedioate","cpd:C12835","ko00361;ko01100;ko01120"
"2-Chloro-3-oxoadipate","cpd:C12836","ko00361;ko01100;ko01120"
"3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene","cpd:C12837","ko00361;ko01120"
"trans-4-Carboxymethylenebut-2-en-4-olide","cpd:C12838","ko00361;ko01120"
"Piperazine phosphate","cpd:C12839",""
"Pyricarbate; Pyridinol carbamate","cpd:C12842",""
"p-Phenolsulfonic acid; p-Hydroxybenzenesulfonic acid; Phenolsulfonic acid; 4-Sulfophenol","cpd:C12849",""
"Thiamphenicol","cpd:C12853",""
"Estradiol valerate","cpd:C12859",""
"Nedaplatin","cpd:C12862",""
"Tamibarotene; Am 80","cpd:C12864",""
"Benzyl nicotinate; Nicotinic acid benzyl ester","cpd:C12865",""
"Suplatast","cpd:C12869",""
"Lopinavir","cpd:C12871",""
"Tiopronin","cpd:C12876",""
"Dialicor; Etafenone hydrochloride","cpd:C12886",""
"Hydrocortisone succinate; 11beta,17,21-Trihydroxypregn-4-ene-3,20-dione 21-(hydrogensuccinate); Cortisol succinate","cpd:C12888",""
"n-Decanohydroxamic acid; Decanohydroxamic acid","cpd:C12889",""
"Acetylspiramycin; Spiramycin II","cpd:C12891",""
"Magnesium carbonate; Magnesium carbonate anhydrous","cpd:C12893",""
"Carpipramine maleate","cpd:C12896",""
"Variotin; Pecilocin","cpd:C12905",""
"Nemonapride","cpd:C12915",""
"1-alpha,24(R)-Dihydroxyvitamin D3; Tacalcitol","cpd:C12919",""
"Rolitetracycline nitrate","cpd:C12933",""
"Calcium glycerophosphate; Calcium beta-glycerophosphate","cpd:C12935",""
"Clocapramine dihydrochloride","cpd:C12937",""
"Paraformaldehyde","cpd:C12942",""
"Butoctamide hydrogen succinate; Butoctamide semisuccinate","cpd:C12946",""
"Mazaticol hydrochloride; KAO 264","cpd:C12948",""
"Dilazep dihydrochloride","cpd:C12954",""
"Phenylacetylglycine dimethylamide; Ralgin","cpd:C12958",""
"Dimetacrine tartrate; Dimetacrine bitartrate","cpd:C12959",""
"Dexamethazone metasulfobenzoate sodium; Dexamethasone metasulfobenzoate sodium","cpd:C12961",""
"Cyphenothrin","cpd:C12962",""
"Tocoretinate; Tretinoin tocoferil","cpd:C12967",""
"Epidihydrocholesterin; Epicholestanol","cpd:C12978",""
"Cefroxadine","cpd:C12979",""
"dl-alpha-Tocopherol nicotinate; Tocopheryl nicotinate","cpd:C12981","ko04977"
"N2-Acetyl-L-aminoadipate","cpd:C12986",""
"N2-Acetyl-L-aminoadipyl-delta-phosphate","cpd:C12987",""
"N2-Acetyl-L-aminoadipate semialdehyde","cpd:C12988",""
"N2-Acetyl-L-lysine; N(alpha)-Acetyllysine","cpd:C12989",""
"Laureth 4; Laureth 9; Lauromacrogol 400","cpd:C12995",""
"Edaravone","cpd:C13008",""
"1-Naphthylacetic acid; NAA","cpd:C13014",""
"Carumonam sodium","cpd:C13016",""
"Cefpimizole sodium","cpd:C13024",""
"Estramustine phosphate sodium","cpd:C13031",""
"Bronopol","cpd:C13034",""
"Lynestrenol","cpd:C13037",""
"Flufenamic acid; FFA","cpd:C13038",""
"Tricaprilin; Trioctanoylglycerol","cpd:C13044",""
"p-Nitrophenyl-O-ethyl ethylphosphonate; Ethyl 4-nitrophenyl ethylphosphonate","cpd:C13048",""
"Cyclic ADP-ribose; cADPR","cpd:C13050","ko04020;ko04970;ko04972"
"Nicotinic acid adenine dinucleotide phosphate; NAADP","cpd:C13051","ko04020;ko04972"
"Oxytetracycline hydrochloride; OTC","cpd:C13055",""
"Calcium L-aspartate","cpd:C13058",""
"Acetylsulfamethoxazole","cpd:C13061",""
"Sodium picosulfate","cpd:C13072",""
"Acetylkitasamycin","cpd:C13074",""
"Estradiol dipropionate","cpd:C13077",""
"Sodium glucuronate","cpd:C13085",""
"Propagermanium; Proxigermanium","cpd:C13086",""
"Cefetamet pivoxil hydrochloride","cpd:C13089",""
"Hexestrol; Exestrol","cpd:C13101",""
"Bismuth subnitrate; Bismuth hydroxide nitrate oxide","cpd:C13102",""
"Leucomycin V","cpd:C13103",""
"Aluminoparaaminosalicylate calcium; Alumino-p-aminosalicylic acid calcium salt","cpd:C13104",""
"Gadodiamide hydrate; Gadodiamide","cpd:C13106",""
"Hyoscyamine methylbromide; Atropine methobromide; Atropine methylbromide","cpd:C13109",""
"Propicillin potassium; Brocillin","cpd:C13110",""
"Ancitabin hydrochloride; Cyclocytidine","cpd:C13112",""
"Bropirimine","cpd:C13127",""
"Sultamicillin tosilate; Sultamicillin tosylate","cpd:C13129",""
"beta-Butoxyethyl nicotinate; Nicoboxil","cpd:C13138",""
"Calcium oxide; Lime","cpd:C13140",""
"Cefovecin sodium","cpd:C13142",""
"Ceftiofur sodium","cpd:C13143",""
"Ozagrel hydrochloride","cpd:C13144",""
"Dehydrocholic acid; 3,7,12-Triketo-5beta-cholanoic acid","cpd:C13154",""
"Lentinan","cpd:C13156",""
"Dihydro-alpha-ergocryptine mesylate; 9,10alpha-Dihydro-12'-hydroxy-5'alpha-isobutyl-2'-isopropylergotaman-3',6',18-trione monomethanesulphonate","cpd:C13167",""
"Dihydroergocristine mesylate","cpd:C13168",""
"Roxithromycin","cpd:C13173",""
"Fleroxacin","cpd:C13179",""
"Benexate hydrochloride","cpd:C13182",""
"Betadex","cpd:C13183",""
"Calcium bromide","cpd:C13189",""
"Potassium sulfate","cpd:C13192",""
"Calcium sulfate; Gypsum","cpd:C13194",""
"Potassium dibasic phosphate","cpd:C13197",""
"Potassium bromide","cpd:C13198",""
"Sodium sulfate","cpd:C13199",""
"alpha-Tocopherol acetate; Tocopherol acetate","cpd:C13202","ko04977"
"Sulpyrine; Dipyrone monohydrate; Dipyrone","cpd:C13229",""
"Procaterol hydrochloride; Lontermin","cpd:C13235",""
"Ether; Anesthetic ether; Diethyl ether","cpd:C13240",""
"Antipyrine; Phenazone","cpd:C13244",""
"Sodium citrate; Trisodium citrate dihydrate","cpd:C13249",""
"Mebhydrolin napadisilate; Diazoline","cpd:C13254",""
"Aspoxicillin","cpd:C13269",""
"Plaunotol; 18-Hydroxygeranylgeraniol","cpd:C13273","ko00904;ko01110"
"Nicorandil","cpd:C13280",""
"Geranylgeranylacetone; Teprenone","cpd:C13297",""
"Fungichromin; Pentamycin","cpd:C13299",""
"Buserelin acetate","cpd:C13301",""
"2-Phytyl-1,4-naphthoquinone; Demethylphylloquinone","cpd:C13309","ko00130;ko01100;ko01110"
"Faropenem sodium; SUN 5555; Fropenum sodium","cpd:C13310",""
"Fasoracetam; NS 105","cpd:C13311",""
"Kad 1229; Mitiglinide calcium","cpd:C13326",""
"Pitavastatin; (3R,5S,E)-7-(2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl)-3,5-dihydroxyhept-6-enoate","cpd:C13334","map07024"
"p-Hydroxypropiophenone; Paroxypropione","cpd:C13342",""
"Aniracetam","cpd:C13355",""
"Hydrocortisone butyrate propionate; Hydrocortisone buteprate; Hydrocortisone probutate","cpd:C13358",""
"Ethyl icosapentate; Eicosapentaenoic acid, ethyl ester","cpd:C13364",""
"Xenon","cpd:C13373",""
"Cefpiramide sodium","cpd:C13376",""
"Mercuric chloride; Mercury(II) chloride","cpd:C13377",""
"alpha,beta-Dihydroxyethyl-TPP; alpha,beta-Dihydroxyethyl-ThDP; 2-(1,2-Dihydroxyethyl)-TPP","cpd:C13378",""
"Iodoform","cpd:C13383",""
"Aluminum hydroxide","cpd:C13391",""
"Azulene","cpd:C13392",""
"Bufferin; Aspirin softam","cpd:C13400",""
"Sodium caffeine benzoate","cpd:C13403",""
"Titanium dioxide; Titania","cpd:C13409",""
"Transfluthrin; (2,3,5,6-Tetrafluorophenyl)methyl(1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate","cpd:C13410",""
"Sodium 3-ethyl-7-isopropyl-1-azulenesulfonate","cpd:C13414",""
"n-Butyl-2-cyanoacrylate; Butyl 2-cyanoacrylate polymers; Histoacryl","cpd:C13415",""
"Sodium equilin sulfate","cpd:C13416",""
"Hydrocortisone caproate; [2-(11,17-Dihydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2-oxo-ethyl]hexanoate","cpd:C13422",""
"Zanapezil fumarate","cpd:C13424",""
"3-Hexaprenyl-4-hydroxybenzoate; 3-Hexaprenyl-4-hydroxybenzoic acid","cpd:C13425","ko00130;ko01110"
"I-123 BMIPP; 123I-15-(p-iodophenyl)-3-R,S-methylpentadecanoic acid; I-123-beta-methyl-p-iodophenyl-methylpentadecanoic acid","cpd:C13426",""
"Pyrithione zinc; Zinc pyrithione","cpd:C13427",""
"Meglumine sodium amidotrizoate; Urovision","cpd:C13429",""
"9'-cis-Neoxanthin","cpd:C13431","ko00906;ko01110"
"9-cis-Violaxanthin","cpd:C13433","ko00906;ko01100;ko01110"
"Cefaloglycin; Cephaloglycin anhydrous","cpd:C13440",""
"Dimethylaminoethyl reserpilinate dihydrochloride; Paratensiol","cpd:C13441",""
"Estradiol benzoate; 17-beta-Estradiol 3-benzoate","cpd:C13444",""
"Trichomycin A","cpd:C13450",""
"Trichomycin B","cpd:C13451",""
"Tannic acid","cpd:C13452",""
"Xanthoxin; 2-cis,4-trans-Xanthoxin","cpd:C13453","ko00906;map01062;ko01100;ko01110"
"Xanthoxic acid","cpd:C13454","ko00906"
"Abscisic aldehyde","cpd:C13455","ko00906;ko01100;ko01110"
"Abscisic alcohol","cpd:C13456","ko00906"
"Luliconazole","cpd:C13478",""
"Phosphodimethylethanolamine","cpd:C13482","ko00564"
"Metofluthrin","cpd:C13487",""
"Polidocanol; Nonaethylene glycol monododecyl ether","cpd:C13493",""
"Mosapride citrate hydrate; AS 4370","cpd:C13494",""
"Kitasamycin tartrate","cpd:C13500",""
"Nitro blue tetrazolium","cpd:C13503",""
"Cefsulodin sodium","cpd:C13505",""
"Sulfoquinovosyldiacylglycerol; SQDG; 1,2-Diacyl-3-(6-sulfo-alpha-D-quinovosyl)-sn-glycerol","cpd:C13508","ko00561;ko01100"
"Ferric gluconate; Ferlixit; Ferrulecit","cpd:C13511",""
"Rubidium hydroxide","cpd:C13515",""
"Mitobronitol; Myebrol","cpd:C13522",""
"Secretin; Vitrum","cpd:C13523","ko04080;ko04972;ko04976"
"Prochlorperazine mesylate; Prochlorperazine mesilate; Novamin; Prochlorperazine methanesulfonate","cpd:C13524",""
"Sennoside B","cpd:C13526",""
"Hydrocotarnine hydrochloride","cpd:C13534",""
"Perphenazine maleate","cpd:C13540",""
"Lactitol dihydrate","cpd:C13542",""
"Olprinone hydrochloride; E 1020","cpd:C13546",""
"Norcholestenol iodomethyl (131 I); Norcholestenol iodomethyl ((sup 131)I)","cpd:C13547",""
"Alprostadil alfadex; G 511","cpd:C13548",""
"Cerebrosterol; 24-Hydroxycholesterol; Cholest-5-ene-3,24-diol; (24S)-24-Hydroxycholesterol","cpd:C13550","ko00120"
"Colistin sodium methanesulfonate; Colistimethate sodium","cpd:C13553",""
"Prednisolone 21-all-cis-farnesylate","cpd:C13554",""
"Monobasic calcium phosphate; Calcium biphosphate; Monocalcium phosphate","cpd:C13556",""
"Potassium nitrate","cpd:C13557",""
"Dibasic sodium phosphate; Disodium phosphate","cpd:C13558",""
"Sodium chloride","cpd:C13563",""
"Chromomycin A3; Toyomycin; Aburamycin B","cpd:C13569",""
"Teicoplanin A2-1; Teichomycin A2 factor 1","cpd:C13587",""
"Teicoplanin A2-3; Teichomycin A2 factor 3","cpd:C13588",""
"Metipranolol hydrochloride","cpd:C13591",""
"Amrinone lactate; Inamrinone lactate","cpd:C13594",""
"Milrinone lactate","cpd:C13595",""
"Teicoplanin A2-4; Teichomycin A2 factor 4","cpd:C13610",""
"Teicoplanin A2-5; Teichomycin A2 factor 5","cpd:C13612",""
"Teicoplanin A3-1","cpd:C13613",""
"Arsenous oxide; Arsenic trioxide","cpd:C13619",""
"Tetrabromobisphenol A; 3,3',5,5'-Tetrabromobisphenol A","cpd:C13620","ko00363;ko01120"
"Tribromobisphenol A; 3,3',5-Tribromobisphenol A","cpd:C13621","ko00363;ko01120"
"Dibromobisphenol A; 3,3'-Dibromobisphenol A","cpd:C13622","ko00363;ko01120"
"Monobromobisphenol A; 3-Monobromobisphenol A","cpd:C13623","ko00363;ko01120"
"Bisphenol A; 2,2-Bis(4-Hydroxyphenyl)propane","cpd:C13624","ko00363;ko01100;ko01120"
"4-Methyl-2,4-bis-(p-hydroxyphenyl)pent-1-ene","cpd:C13625","ko00363;ko01120"
"5-Hydroxybisphenol A; 5-Hydroxybisphenol; BPAcatechol","cpd:C13626","ko00363;ko01120"
"4,5-Bisphenol-o-quinone; BPAquinone","cpd:C13628","ko00363;ko01120"
"1,2-Bis(4-hydroxyphenyl)-2-propanol","cpd:C13629","ko00363;ko01100;ko01120"
"7-Ethoxyresorufin; 7-Ethoxyphenoxazone","cpd:C13630",""
"2,2-Bis(4-hydroxyphenyl)-1-propanol","cpd:C13631","ko00363;ko01120"
"4,4'-Dihydroxy-alpha-methylstilbene","cpd:C13632","ko00363;ko01100;ko01120"
"2,2-Bis(4-hydroxyphenyl)-propanoic acid","cpd:C13633","ko00363;ko01120"
"2,3-Bis(4-hydroxyphenyl)-1,2-propanediol","cpd:C13634","ko00363;ko01120"
"4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone","cpd:C13635","ko00363;ko01120"
"4-Hydroxyphenyl acetate","cpd:C13636","ko00363;ko01100;ko01120"
"4-Ethylphenol; p-Ethylphenol","cpd:C13637","ko00363;ko01120"
"1-(4'-Hydroxyphenyl)ethanol; 4-Hydroxy-alpha-methyl-benzenemethanol; 4-(1-Hydroxyethyl)phenol","cpd:C13638","ko00363;ko01120"
"dl-Methylephedrine hydrochloride","cpd:C13639",""
"Hydrobromic acid; HBr","cpd:C13645",""
"m-Chlorophenylbiguanide; mCPBG; 1-(3-Chlorophenyl)biguanide","cpd:C13646",""
"Debrisoquin; Debrisoquine","cpd:C13650",""
"Glucagon hydrochloride","cpd:C13651",""
"Ampicillin sodium","cpd:C13652",""
"Piperazine citrate","cpd:C13660",""
"Arg-vasopressin; Argipressin; 8-L-Arginine vasopressin; AVP; ADH","cpd:C13662","ko04080;ko04270"
"Bufotenidine; N,N,N-Trimethylserotonin; 5-HTQ","cpd:C13664",""
"2-Methyl-5-hydroxytryptamine; 2-Me 5-HT","cpd:C13665",""
"Tropisetron","cpd:C13666",""
"2,3-Dioxo-6-nitro-7-sulfamoylbenzo[f]quinoxaline; NBQX","cpd:C13667",""
"CNQX; 6-Cyano-7-nitroquinoxaline-2,3-dione","cpd:C13668",""
"Talampanel","cpd:C13670",""
"(S)-F-Willardiine","cpd:C13671",""
"AMPA; alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid","cpd:C13672",""
"(S)-ACPA; (S)-2-Amino-3-(3-carboxy-5-methyl-4-isoxazolyl)porionic acid","cpd:C13673",""
"1-Naphthylacetylspermine","cpd:C13674",""
"Ampalex; 1-Piperidinyl-6-quinoxalinyl-methanone; CX-516","cpd:C13675",""
"LY395153","cpd:C13676",""
"4-(N-Maleimido)benzyltrimethylammonium iodide; MBTA","cpd:C13677",""
"4-(N-Maleimido)phenyltrimethylammonium iodide; MPTA","cpd:C13678",""
"Bis(3-azidopyridinium)-1,10-decane perchlorate; DAPA","cpd:C13679",""
"Lophotoxin","cpd:C13680",""
"p-N,N-(Dimethylamino)phenyldiazonium fluoroborate; 4-Dimethylaminobenzenediazonium fluoroborate","cpd:C13681",""
"Dihydro-beta-erythroidine","cpd:C13682",""
"Histrionicotoxin","cpd:C13683",""
"Clindamycin hydrochloride","cpd:C13684",""
"Cunaniol","cpd:C13687",""
"delta-Guanidinovaleric acid","cpd:C13688",""
"m-Benzenesulfonium diazonium chloride","cpd:C13689",""
"Dopamine 3-O-sulfate; Dopamine 3-sulfate","cpd:C13690",""
"Dopamine 4-O-sulfate","cpd:C13691",""
"Pentylenetetrazole; Pentetrazol","cpd:C13692",""
"4,5,6,7-Tetrahydroisoxazolo(5,4-c)pyridin-3-ol; THIP; Gaboxadol","cpd:C13693",""
"Isoguvacine","cpd:C13694",""
"ZAPA; (Z)-3-((Aminoiminomethyl)thio)-2-propenoic acid","cpd:C13695",""
"trans-3-Aminocyclopentane-1-carboxylic acid","cpd:C13696",""
"Fenamic acid; Diphenylamine-2-carboxylic acid; DPC","cpd:C13697",""
"Niflumic acid; NFA","cpd:C13698",""
"9-Anthroic acid; Anthracene-9-carboxylic acid; A9C","cpd:C13699",""
"Clofibric acid","cpd:C13700",""
"2-(4-Chlorophenoxy)propionic acid; 2-(p-Chlorophenoxy)propionic acid; CPP","cpd:C13701",""
"4-Acetamido-4'-isothiocyanostilbene-2,2'-disulphonic acid; SITS","cpd:C13702",""
"IAA-94; Indanyloxyacetic acid","cpd:C13703",""
"TS-TM-calix(4)arene; 5,11,17,23-Tetrasulfonato-25,26,27,28-tetramethoxy-calix(4)arene","cpd:C13704",""
"5-Nitro-2-(3-phenylpropylamino)benzoic acid; NPPB","cpd:C13705",""
"DNDS; 4,4'-Dinitrostilbene-2,2'-disulfonic acid","cpd:C13706",""
"RU-0211; Lubiprostone","cpd:C13707",""
"IBMX; 3-Isobutyl-1-methyxanthine","cpd:C13708",""
"CPX; 8-Cyclopentyl-1,3-dipropylxanthine","cpd:C13709",""
"4-PIOL; 5-(4-Piperidyl)isoxazol-3-ol","cpd:C13710",""
"Thio-THIP; Thio-4,5,6,7-tetrahydroisoxazolo(5,4-c)pyridin-3-ol","cpd:C13711",""
"3alpha-Hydroxy-5alpha-pregnan-20-one; 3alpha-OH DHP","cpd:C13712","ko00140"
"Allotetrahydrodeoxycorticosterone; 5alpha-THDOC; 3alpha,21-Dihydroxy-5alpha-pregnan-20-one","cpd:C13713","ko00140"
"alpha-EMGBL; 2-Ethyl-2-methyl-4-butyrolactone","cpd:C13714",""
"Miltirone","cpd:C13715",""
"Ro 19-4603; RO19-4603","cpd:C13716",""
"beta-EMGBL; beta-Ethyl-beta-methyl-gamma-butyrolactone","cpd:C13717",""
"Dieldrin","cpd:C13718",""
"Nocodazole","cpd:C13719",""
"alpha-EMTBL; alpha-Ethyl-alpha-methyl-thiobutyrolactone","cpd:C13720",""
"Cyanotriphenylborate","cpd:C13721",""
"Adenophostin B","cpd:C13722",""
"Dextran sulfate","cpd:C13723",""
"Polyvinyl sulfate","cpd:C13724",""
"Patent blue; Blue VRS","cpd:C13725",""
"Pentosan sulfate","cpd:C13726",""
"Adenophostin A","cpd:C13727",""
"4-Aminopyridine; 4-AP","cpd:C13728",""
"Pinacidil","cpd:C13729","map07232"
"LY382884","cpd:C13730",""
"NS-102","cpd:C13731",""
"Domoic acid","cpd:C13732",""
"(S)-ATPA","cpd:C13733",""
"2-Amino-5-phosphopentanoic acid","cpd:C13734",""
"Selfotel","cpd:C13735",""
"Memantine","cpd:C13736",""
"Dizocilpine; MK801","cpd:C13737","map07235"
"5-Tetrazolyl-glycine; Tet-glycine","cpd:C13738",""
"(R)-AMAA; (R)-2-Amino-2-(3-hydroxy-5-methyl-4-isoxazolyl)acetic acid","cpd:C13739",""
"alpha,beta-Methylene ATP","cpd:C13740",""
"beta,gamma-Methylene ATP; AMP-PCP","cpd:C13741",""
"Adenosine 5-O-(3-thiotriphophate); ATP-gamma-S; Adenosine 5'-(gamma-thio)triphosphate","cpd:C13742",""
"Adenosine 5-O-(3-thiodiphophate); ADP-gamma-S","cpd:C13743",""
"3'-O-(4-Benzoyl)benzoyl ATP; BzATP","cpd:C13744",""
"Pyridoxalphosphate-6-azophenyl-2',4'-disulfonic acid; PPADS","cpd:C13745",""
"Reactive blue 2","cpd:C13746",""
"1,7-Dimethylxanthine; Paraxanthine","cpd:C13747","ko00232;map01060;ko01100;ko01110;ko01120"
"9-Methyl-7-bromoeudistomin D; MBED","cpd:C13748",""
"Sulmazole","cpd:C13749",""
"Batrachotoxin","cpd:C13750",""
"Benzamil","cpd:C13751",""
"Phenylamil; Phenamil","cpd:C13752",""
"6-Chloro-3,5-diaminopyrazine-3-carboxamide; CDPC","cpd:C13753",""
"Dicloxacillin sodium; Dicloxacillin sodium monohydrate","cpd:C13756",""
"Saxitoxin","cpd:C13757",""
"Bay-K-8644; BayK8644","cpd:C13758",""
"FPL64176; Methyl-2,5-dimethyl-4-(2-(phenylmethyl)benzoyl)-1H-pyrrole-3-carboxylate","cpd:C13759",""
"YC 170","cpd:C13760",""
"CGP 28-392; CGP 28 392","cpd:C13761",""
"202-791; PN 202-791","cpd:C13762",""
"Devapamil","cpd:C13763",""
"Gallopamil","cpd:C13764",""
"Tiapamil","cpd:C13765",""
"Emopamil","cpd:C13766",""
"H37; 5,8-Diethoxypsoralen","cpd:C13767",""
"Colistin sulfate","cpd:C13768",""
"Bufuralol","cpd:C13769",""
"S9947; 2'-(Benzyloxycarbonylaminomethyl)biphenyl-2-carboxylic acid 2-(2-pyridyl)ethylamide","cpd:C13771",""
"Clofilium","cpd:C13772","map07037;map07232"
"1,1-Diethyl-2-hydroxy-2-nitrosohydrazine; D-NONOate","cpd:C13773",""
"Iron dextran; Iron dextran complex","cpd:C13774",""
"E-4031","cpd:C13776","map07232"
"Azimilide","cpd:C13777","map07037;map07232"
"HMR1556","cpd:C13778",""
"XE991","cpd:C13779",""
"Linopirdine","cpd:C13780",""
"Teicoplanin A2; Teichomycin A2","cpd:C13781",""
"Paxilline","cpd:C13782",""
"UCL 1684; 6,10-Diaza-3(1,3)8,(1,4)-dibenzena-1,5(1,4)-diquinolinacyclodecaphane","cpd:C13783",""
"TRAM-34; 1-[(2-Chlorophenyl)diphenylmethyl]-1H-pyrazole","cpd:C13784",""
"TRAM-3; (2-Chlorophenyl)diphenylmethanol","cpd:C13785",""
"Cetiedil","cpd:C13786",""
"17-Methyl-6Z-octadecenoic acid; 17-Methyl-6Z-octadecenoate","cpd:C13787",""
"UCL 1608","cpd:C13788",""
"Trichomycin; Hachimycin","cpd:C13789",""
"2S-Hydroxytetradecanoic acid; 2S-Hydroxytetradecanoate","cpd:C13790",""
"(6R,7S)-6,7-Epoxyoctadecanoic acid; 6R,7S-Epoxy-octadecanoic acid; 6R,7S-Epoxy-octadecanoate","cpd:C13791",""
"2-Methoxy-5Z-hexadecenoic acid; 2-Methoxy-5Z-hexadecenoate; (5Z)-2-Methoxyhexadecenoic acid","cpd:C13792",""
"3-Bromo-2Z-heptenoic acid; 3-Bromo-2Z-heptenoate; (2Z)-3-Bromoheptenoic acid","cpd:C13793",""
"Pitrazepin","cpd:C13794",""
"2S-Amino-tridecanoic acid; 2S-Amino-tridecanoate; (S)-2-Aminotridecanoic acid","cpd:C13795",""
"SR95531","cpd:C13796",""
"RU 5135","cpd:C13797",""
"8-(5-Hexyl-furan-2-yl)-octanoic acid; 8-(5-Hexyl-furan-2-yl)-octanoate","cpd:C13798",""
"(+)-Hydrastine; (+)-beta-Hydrastine","cpd:C13799",""
"10-Nitrolinoleic acid; 10-nitro-9-cis,12-cis-octadecadienoic acid; 10-nitro-9-cis,12-cis-octadecadienoate; (9E,12Z)-10-Nitrooctadeca-9,12-dienoic acid","cpd:C13800",""
"Prostaglandin D3","cpd:C13802",""
"Alphaxalone; Alfaxalone","cpd:C13803",""
"ORG 20599","cpd:C13804",""
"N-Butyl-beta-carboline-3-carboxylate","cpd:C13805",""
"Philanthotoxin 343","cpd:C13806",""
"Levuglandin E2; LGE2; 10,11-Seco-9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoic acid; 10,11-Seco-9,11-dioxo-15S-hydroxy-5Z,13E-prostadienoate","cpd:C13807",""
